,id,text,cluster_id
110,385,я хотел бы выучить финский,49
111,155,я бы хотел выучить финский,49
112,285,чем ты завтра будешь заниматься в это время,50
113,48,чем ты будешь заниматься завтра в это время,50
114,299,камое это имеет отношение к школе,51
115,89,какое это имеет отношение к школе,51
116,88,многие птицы осенью улетают на юг,52
117,250,многие птицы на зиму улетают на юг,52
118,57,я тебя видел с высоким парнем,53
119,63,я видел тебя с высоким парнем,53
120,340,у меня было всё под контролем,54
121,289,ты яблоки любишь или апельсины,55
122,280,ты любишь яблоки или апельсины,55
123,378,мы много времени проводим вместе,56
124,69,мы много времени проводить вместе,56
125,38,твои комментарии мне всегда очень помогали,57
126,353,твои комментарии всегда мне очень помогали,57
127,179,у меня есть кое-что для тома,58
128,284,у меня кое-что есть для тома,58
129,61,том всегда меня смешит,59
130,121,том меня всегда смешит,59
131,86,что до пел на сцене,60
132,25,что пел до на сцене,60
133,53,извините я хотел бы это примерить,61
134,119,извините я хотел бы это примерить,61
135,146,я ему заплатил на прошлой неделе,62
136,168,я заплатил ему на прошлой неделе,62
137,3,никто туда больше не ходит,63
138,266,никто больше туда не ходит,63
139,65,почему все на нас смотрят,64
140,380,почему всё на нас смотрят,64
141,32,том не знает ничего о семье мир,65
142,301,том ничего не знает о семье мир,65
143,407,том больше не хотел об этом думать,66
144,345,я ничего не хочу об этом знать,66
145,386,она тратит все свои деньги на одежду,67
146,59,она все свои деньги тратит на одежду,67
147,349,тома не будет здесь до половины третьего,68
148,290,тома здесь не будет до половины третьего,68
149,244,я встретил его случайно на улице,69
150,354,я его случайно встретил на улице,69
151,390,том в один из моих лучших друзей,70
152,278,том в один из лучших моих друзей,70
153,183,все говорят что они невиновны,71
154,215,все они говорят что невиновны,71
155,128,я бы хотел поехать во францию,72
156,243,я хотел бы поехать во францию,72
157,157,хирург забыл что-то внутри пациента,73
158,295,хирург забыл что-то внутри пациента,73
159,170,ты едешь на поезде или на машине,74
160,224,ты на поезде едешь или на машине,74
161,271,я не хочу с тобой больше играть,75
162,7,я больше не хочу с тобой играть,75
163,387,том продал сегодня три холодильника,76
164,185,том продал сегоднь три холодильника,76
165,42,я поймал сегодня три рыбы,76
166,296,эта способность к общению очень нам помогает,77
167,400,эта способность к общению нам очень помогает,77
168,9,что сделал том с деньгами,78
169,91,что сделёл том с деньгами,78
170,307,я не могу поехать в этом году за границу,79
171,344,я не могу в этом году поехать за границу,79
172,297,я не живу в бостоне,80
173,320,я сейчас живу в бостоне,80
174,33,я живу сейчас в бостоне,80
175,140,ты хотел рассказать мне о свободе,81
176,24,ты хотел мне рассказать о свободе,81
177,58,я не езжу в школу на автобусе,82
178,75,я езжу в школу не на автобусе,82
179,210,они провели три года в тюрьме,83
180,40,они три года провели в тюрьме,83
181,376,тому нужен был молоток,84
182,193,тому был нужен молоток,84
183,216,она никогда нам ничего не рассказывает,85
184,321,том никогда нам ничего не рассказывает,85
185,195,я никогда ни о чём тебя не просил,86
186,251,я же вас просил меня разбудить,86
187,239,я же тебя просил меня разбудить,86
188,253,я хотел бы порисовать,87
189,116,я бы хотел порисовать,87
190,126,у меня дома нет компьютера,88
191,95,у меня нет дома компьютера,88
192,398,я знаю что том сейчас в бостоне,89
193,325,том сейчас не живёт в бостоне,89
194,177,том не живёт в бостоне,89
195,374,я хотел бы куриного супа,90
196,350,я бы хотел куриного супа,90
197,404,я никого не хотел ввести в заблуждение,91
198,90,я не хотел ввести никого в заблуждение,91
199,219,я ничего им не дал,92
200,305,возьми его ключи от машины,93
201,315,возьми ключи от его машины,93
202,68,я думаю всн время о томе,94
203,80,я думаю всё время о томе,94
204,67,я редко видел его в школе,95
205,111,я его редко видел в школе,95
206,97,я не могу сейчас говорить,96
207,74,я сейчас не могу говорить,96
208,200,я тебе напишу или позвоню на следующей неделе,97
209,46,я напишу или позвоню тебе на следующей неделе,97
210,34,я ничего не хочу пить,98
211,267,я не хочу ничего пить,98
212,306,мы не можем прожить ни дня без воды,99
213,412,мы ни дня не можем прожить без воды,99
214,151,сколько тебе тогда было лет,100
215,381,сколько шебе тогда было лет,100
216,209,у меня тоже сегодня контрольная,101
217,403,у меня сегодня тоже контрольная,101
218,360,он сделал мне комплимент,102
219,274,он мне сделал комплимент,102
220,71,я больше не могу ждать,103
221,19,я не могу больше ждать,103
222,212,мы больше не хотим ждать,103
223,264,я написал вчера письмо,104
224,26,я написал влера письмо,104
225,15,почему она так с ней поступает,105
226,172,почему она с ним так поступает,105
227,234,почему она так с ним поступает,105
228,124,ты играешь в футбол или регби,106
229,167,ты в футбол играешь или в регби,106
230,261,я не могу жить без тома,107
231,192,я жить не могу без тома,107
232,60,том не может жить без мир,107
233,131,я здесь никого не знаю,108
234,318,я никого здесь не знаю,108
235,329,что том на это скажер,109
236,211,я буду там в пять,110
237,309,я там буду в пять,110
238,336,я тебя правда не понимаю,111
239,147,я правда тебя не понимаю,111
240,132,том был тогда здесь,112
241,189,он был тогда в америке,112
242,190,у тебя дома есть компьютер,113
243,156,у тебя есть дома компьютер,113
244,254,мне будут нужны подробности,114
245,35,мне нужны будут подробности,114
246,405,шеб вчера был дома,115
247,388,шеб был вчера дома,115
248,37,он сказал что вчера был дома,115
249,240,тому некому было помочь,116
250,260,я никогда не забуду его выражение лица,117
251,207,я никогда не забуду выражение его лица,117
252,115,том сегодня будет здесь,118
253,153,он не сказал но ни слова,119
254,335,он не сказал мне ни слова,119
255,30,они их только что нашли,120
256,78,мы их только что нашли,120
257,235,я просто хочу исчезнуть,121
258,176,мне сегодня не нужно никуда идти,122
259,205,том не хотел никуда идти,122
260,411,чего ты свой нос повсюду суёшь,123
261,269,настоящий друг бы мне помог,124
262,372,настоящий друг мне бы помог,124
263,181,я не хочу больше на вас работать,125
264,55,ты не будешь один,126
265,202,ты не день один,126
266,72,что могло с ними случиться,127
267,322,тому было не с кем играть,128
268,333,фильм мне показался интересным,129
269,227,фильм показался мне интересным,129
270,94,здесь есть поблизости банан,130
271,241,том не был занят,131
272,166,том был не единственным свидетелем,131
273,139,я сегодня не был занят,131
274,92,том нам ничего не дал,132
275,187,том ничего нам не дал,132
276,382,что ещё ты можешь рассказать нам о томе,133
277,408,рому было нечего сказать,134
278,44,тому было нечего сказать,134
279,173,том не может сегодня прийти,135
280,56,том сегодня не может прийти,135
281,125,я говорю также на испанском,136
282,112,том никогда тебя больше не увидит,137
283,351,том и мир объявили сегодня о своей помолвке,138
284,17,том и мир объявили сегодня о своей пбмолвке,138
285,73,мы будем делать всё по-своему,139
286,317,что том на это скажет,140
287,272,кто может мне это объяснить,141
288,54,кто мне может это объяснить,141
289,66,том здесь больше не работает,142
290,107,том больше здесь не работает,142
291,287,том действует мне на нервы,143
292,163,том мне действует на нервы,143
293,258,я никогда с этим не соглашусь,144
294,12,тебе это всё нравится,145
295,134,этой мечте было не суждено осуществиться,146
296,160,он никогда мне не помогает,147
297,28,сколько сейчас времени в париже,148
298,98,можешь меня высадить у библиотеки,149
299,220,не думаю что можно что-то сделать,150
300,366,мне больше нечего переводить,151
301,109,том никогда мне не называть свою фамилию,152
302,303,том никогда мне не называл свою фамилию,152
303,341,если у тебя будет время завтра приходи ко мне,153
304,164,том обещал никогда этого больше не делать,154
305,77,я здесь часто ем,155
306,186,у тебя в детстве была любимая книга,156
307,11,он даже меня не замечает,157
308,159,том сможет это сделать без нашей помощи,158
309,377,я ничего в последнее время не покупал,159
310,396,они пили белое сухое вино,160
311,136,я привык что том всё время на меня орёт,161
312,152,прибавить пять к десяти легко,162
313,237,я завтра им позвоню,163
314,281,у меня сейчас есть немного денег,164
315,81,том хочет меня сейчас видеть,164
316,10,том меня сейчас хочет видеть,164
317,262,я их видел три недели назад,165
318,52,том бы никогда не согласился,166
319,256,я хочу чтобы нас не поймали,167
320,365,том каждое утро читает газету,168
321,283,интерфейс очень интуитивно понятен,169
322,70,почему они так с ним поступают,170
323,5,почему они с нами так поступают,170
324,357,странно что нас никто не знает,171
325,142,странно что никто нас не знает,171
326,127,зачем тому была нужна отвёртка,172
327,99,том был мне как отец,173
328,395,никто ничем никому не обязан,174
329,208,что ещё я получу,175
330,334,надеюсь вы все понимаете,176
331,188,я знаю что все вы трусы,176
332,392,я хотел бы сам разбудить их,177
333,230,почему ты просто не можешь позвонить им,178
334,96,мы теряем здесь время,179
335,217,я кричу но никто меня не слышит,180
336,39,они никогда меня не слушают,181
337,367,я беру всё с собой,182
338,368,надо было позвонить и заранее забронировать столик,183
339,137,том тебе звонил вчера вечером,184
340,356,вот как оно всё обернулось,185
341,238,на печи старая кошка возится со своими котятами,186
342,120,мы их никогда не найдём,187
343,162,мы сегодня поговорим с томом,188
344,16,я хотел бы учиться в бостоне,189
345,6,он всю ночь стонал от сильной боли,190
346,198,я полностью с ними согласен,191
347,18,том этим сейчас занимается,192
348,371,том сказал что ничего не хочет есть,193
349,233,я бы хотел поцеловать мир,194
350,383,по-моему я это сделал неправильно,195
351,175,я там встретил тома,196
352,110,том бы никогда не соглхсился,197
353,246,математик такого бы не сказал,198
354,171,не слышно было ни звука,199
355,316,я ничего не могу доказать,200
356,308,он очень этого хочет,201
357,286,кто-то это уже сделал,202
358,108,том уже это сделал,202
359,362,я не пытался никого убить,203
360,1,ты нашёл их или нет,204
361,51,мне никогда не нужно было столько денег,205
362,393,я так его любила,206
363,410,мы должны всем им помочь,207
364,370,я был не пристёгнут,208
365,327,здесь ничего никогда не происходит,209
366,223,я думаю что здесь мы в безопасности,210
367,133,я тебя не спрашиваю том,211
368,225,я был вынужден уйти,212
369,337,я всё им рассказываю,213
370,276,я ему всё рассказываю,213
371,373,том никогда туда больше не вернётся,214
372,201,мы не были так заняты,215
373,273,я и сам уже не рад,216
374,45,я сделал всё правильно,217
375,294,мне нечего больше переводить,218
376,47,я тоже завтра пойду в университет,219
377,191,мир говорит что ничего не будет делать,220
378,263,когда я его видел в последний раз,221
379,23,я ничего не хочу делать,222
380,339,я их сегодня не видел,223
381,31,тому было больше не к кому обратиться,224
382,248,они хотят чтобы кто-нибудь им помог,225
383,242,как бы ты посоветовал мне поступить,226
384,62,том мне сегодня это сказал,227
385,182,мир была не готова,228
386,358,мир не была готова,228
387,135,том никогда больше тебя не увидит,229
388,409,том ещё нас не видел,230
389,154,думаю я мог бы и один это сделать,231
390,8,тому было тогда всего тринадцать лет,232
391,399,иди сюда я тебе ещё кое-что покажу,233
392,369,он что-то искал в темноте,234
393,76,где был том весь день,235
394,43,я хочу что-нибудь сделать для тома,236
395,228,хорошо что тома здесь нет,237
396,197,я только что это сделал,238
397,249,том ничего мне не моворит,239
398,165,я просто был невнимателен,240
399,105,с этим нужно что-то немедленно делать,241
400,141,я тебе уже всё сказал,242
401,21,том был просто не готов,243
402,310,почему никто нам не помогает,244
403,114,я больше не могу доверять тому,245
404,101,я больше его не увижу,246
405,27,тому это тоже не нравится,247
406,82,том больше мне не доверяет,248
407,311,я просто хоку исчезнуть,249
408,196,она сказала что вчера была дома,250
409,391,что именно сказал тебе том,251
410,204,здесь поблизости есть банан,252
411,102,мне было не с кем поговорить,253
