,id,text,cluster_id
87,48,чем ты будешь заниматься завтра в это время,39
88,264,я написал вчера письмо,40
89,26,я написал влера письмо,40
90,331,он был не готов,41
91,143,он не был готов,41
92,218,они не были готовы,41
93,29,мы не были готовы,41
94,359,мы были не готовы,41
95,291,они были не готовы,41
96,37,он сказал что вчера был дома,42
97,196,она сказала что вчера была дома,42
98,321,том никогда нам ничего не рассказывает,43
99,337,я всё им рассказываю,43
100,276,я ему всё рассказываю,43
101,46,я напишу или позвоню тебе на следующей неделе,44
102,200,я тебе напишу или позвоню на следующей неделе,44
103,89,какое это имеет отношение к школе,45
104,299,камое это имеет отношение к школе,45
105,148,говорят в горах погода быстро меняется,46
106,313,говорят погода в горах быстро меняется,46
107,25,что пел дол на сцене,47
108,86,что дол пел на сцене,47
109,211,я буду там в пять,48
110,309,я там буду в пять,48
111,251,я же вас просил меня разбудить,49
112,239,я же тебя просил меня разбудить,49
113,66,том здесь больше не работает,50
114,107,том больше здесь не работает,50
115,347,том выпил уже три чашки кофе,51
116,338,том уже выпил три чашки кофе,51
117,249,том ничего мне не моворит,52
118,232,том ничего мне не говорит,52
119,287,том действует мне на нервы,53
120,163,том мне действует на нервы,53
121,260,я никогда не забуду его выражение лица,54
122,207,я никогда не забуду выражение его лица,54
123,282,я больше никогда не увижу тома,55
124,257,я никогда больше не увижу тома,55
125,82,том больше мне не доверяет,56
126,114,я больше не могу доверять тому,56
127,333,фильм мне показался интересным,57
128,227,фильм показался мне интересным,57
129,412,мы ни дня не можем прожить без воды,58
130,306,мы не можем прожить ни дня без воды,58
131,344,я не могу в этом году поехать за границу,59
132,307,я не могу поехать в этом году за границу,59
133,183,все говорят что они невиновны,60
134,215,все они говорят что невиновны,60
135,149,мне придётся это ещё раз обдумать,61
136,174,мне придётся это ещё раз обдумать,61
137,203,мне пришлось всё делать самому,62
138,298,мне пришлось делать всё самому,62
139,12,тебе это всё нравится,63
140,27,тому это тоже не нравится,63
141,267,я не хочу ничего пить,64
142,34,я ничего не хочу пить,64
143,255,я бы хотел столик у окна,65
144,103,я хотел бы столик у окна,65
145,20,мост очень длинный и высокий,66
146,394,мост очень длинный и очень высокий,66
147,280,ты любишь яблоки или апельсины,67
148,289,ты яблоки любишь или апельсины,67
149,286,кто-то это уже сделал,68
150,108,том уже это сделал,68
151,408,рому было нечего сказать,69
152,44,тому было нечего сказать,69
153,36,мы ничего не можем сделать,70
154,302,мы не можем ничего сделать,70
155,147,я правда тебя не понимаю,71
156,336,я тебя правда не понимаю,71
157,110,том бы никогда не соглхсился,72
158,258,я никогда с этим не соглашусь,72
159,52,том бы никогда не согласился,72
160,364,я им сам позвоню,73
161,292,я ему сам позвоню,73
162,390,том и один из моих лучших друзей,74
163,278,том и один из лучших моих друзей,74
164,312,я смогу там быть через час,75
165,50,я рмогу там быть через час,75
166,222,том ест яблоко или банан,76
167,161,том яблоко ест или банан,76
168,140,ты хотел рассказать мне о свободе,77
169,24,ты хотел мне рассказать о свободе,77
170,379,я знаю что для тебя это важно,78
171,328,я знаю что это для тебя важно,78
172,56,том сегодня не может прийти,79
173,173,том не может сегодня прийти,79
174,79,я всё ей рассказываю,80
175,216,она никогда нам ничего не рассказывает,80
176,341,если у тебя будет время завтра приходи ко мне,81
177,296,эта способность к общению очень нам помогает,82
178,400,эта способность к общению нам очень помогает,82
179,370,я был не пристёгнут,83
180,128,я бы хотел поехать во францию,84
181,243,я хотел бы поехать во францию,84
182,75,я езжу в школу не на автобусе,85
183,58,я не езжу в школу на автобусе,85
184,10,том меня сейчас хочет видеть,86
185,81,том хочет меня сейчас видеть,86
186,319,я тоже хотел бы услышать твой голос,87
187,113,я бы тоже хотел услышать твой голос,87
188,271,я не хочу с тобой больше играть,88
189,7,я больше не хочу с тобой играть,88
190,269,настоящий друг бы мне помог,89
191,372,настоящий друг мне бы помог,89
192,142,странно что никто нас не знает,90
193,357,странно что нас никто не знает,90
194,305,возьми его ключи от машины,91
195,315,возьми ключи от его машины,91
196,158,он не может больше идти,92
197,265,он больше не может идти,92
198,178,я вчера неплохо провёл время,93
199,324,я неплохо провёл вчера время,93
200,360,он сделал мне комплимент,94
201,274,он мне сделал комплимент,94
202,247,они мои не настоящие родители,95
203,361,они не мои настоящие родители,95
204,385,я хотел бы выучить финский,96
205,155,я бы хотел выучить финский,96
206,368,надо было позвонить и заранее забронировать столик,97
207,411,чего ты свой нос повсюду суёшь,98
208,405,нет вчера был дома,99
209,388,нет был вчера дома,99
210,188,я знаю что все вы трусы,100
211,41,вчера был просто не мой день,101
212,145,вчера просто был не мой день,101
213,63,я видел тебя с высоким парнем,102
214,57,я тебя видел с высоким парнем,102
215,399,иди сюда я тебе ещё кое-что покажу,103
216,356,вот как оно всё обернулось,104
217,342,том всё мне рассказал,105
218,352,том всё мне расскатал,105
219,193,тому был нужен молоток,106
220,376,тому нужен был молоток,106
221,358,мир не была готова,107
222,182,мир была не готова,107
223,353,твои комментарии всегда мне очень помогали,108
224,38,твои комментарии мне всегда очень помогали,108
225,295,хирург забыл что-то внутри пациента,109
226,157,хирург забыл что-то внутри пациента,109
227,253,я хотел бы порисовать,110
228,116,я бы хотел порисовать,110
229,132,том был тогда здесь,111
230,122,том тогда был здесь,111
231,231,им были нужны деньги,112
232,330,им нужны были деньги,112
233,277,кто тебе это всё сказал,113
234,314,кто тебе это всё сказал,113
235,384,она не была готова,114
236,226,она была не готова,114
237,9,что сделал том с деньгами,115
238,91,что сделёл том с деньгами,115
239,268,я бы хотел быть камнем,116
240,49,я хотел бы быть камнем,116
241,180,я бы хотел выучить латышсккй,117
242,406,я бы хотел выучить латышский,117
243,121,том меня всегда смешит,118
244,61,том всегда меня смешит,118
245,130,мне нечего было скрывать,119
246,252,мне было нечего скрывать,119
247,259,том сейчас не может подойти к телефону,120
248,85,том не может сейчас подойти к телефону,120
249,195,я никогда ни о чём тебя не просил,121
250,83,никто не знает что на самом деле происходит,122
251,106,никто не знает что на самом деле происходит,122
252,62,том мне сегодня это сказал,123
253,245,том сегодня мне это сказал,123
254,401,я никогда ничего от тебя не скрывал,124
255,213,я никогда от тебя ничего не скрывал,124
256,378,мы много времени проводим вместе,125
257,69,мы много времени проводить вместе,125
258,254,мне будут нужны подробности,126
259,35,мне нужны будут подробности,126
260,144,я не живу в финляндии,127
261,229,я живу не в финляндии,127
262,54,кто мне может это объяснить,128
263,272,кто может мне это объяснить,128
264,228,хорошо что тома здесь нет,129
265,165,я просто был невнимателен,130
266,377,я ничего в последнее время не покупал,131
267,266,никто больше туда не ходит,132
268,3,никто туда больше не ходит,132
269,32,том не знает ничего о семье мир,133
270,301,том ничего не знает о семье мир,133
271,109,том никогда мне не называть свою фамилию,134
272,303,том никогда мне не называл свою фамилию,134
273,237,я завтра им позвоню,135
274,146,я ему заплатил на прошлой неделе,136
275,168,я заплатил ему на прошлой неделе,136
276,206,я не хочу ничего читать,137
277,214,я ничего не хочу читать,137
278,327,здесь ничего никогда не происходит,138
279,68,я думаю всё время о томе,139
280,80,я думаю всё время о томе,139
281,194,он тогда был в америке,140
282,189,он был тогда в америке,140
283,392,я хотел бы сам разбудить их,141
284,248,они хотят чтобы кто-нибудь им помог,142
285,101,я больше его не увижу,143
286,112,том никогда тебя больше не увидит,143
287,14,я его больше не увижу,143
288,135,том никогда больше тебя не увидит,143
289,162,мы сегодня поговорим с томом,144
290,410,мы должны всем им помочь,145
291,343,пусть это свиньи едят,146
292,22,пусть свиньи это едят,146
293,369,он что-то искал в темноте,147
294,294,мне нечего больше переводить,148
295,366,мне больше нечего переводить,148
296,179,у меня есть кое-что для тома,149
297,284,у меня кое-что есть для тома,149
298,383,по-моему я это сделал неправильно,150
299,118,я хочу сделать что-то со своей жизною,151
300,64,я хочу сделать что-то со своей жизнью,151
301,351,том и мир объявили сегодня о своей помолвке,152
302,17,том и мир объявили сегодня о своей пбмолвке,152
303,187,том ничего нам не дал,153
304,219,я ничего им не дал,153
305,92,том нам ничего не дал,153
306,387,том продал сегодня три холодильника,154
307,185,том продал сегоднь три холодильника,154
308,129,я ничего не могу найти,155
309,120,мы их никогда не найдём,155
310,332,я не могу ничего найти,155
311,349,тома не будет здесь до половины третьего,156
312,290,тома здесь не будет до половины третьего,156
313,97,я не могу сейчас говорить,157
314,74,я сейчас не могу говорить,157
315,76,где был том весь день,158
316,348,она была тогда маленькой девочкой,159
317,78,мы их только что нашли,160
318,363,они только что их нашли,160
319,30,они их только что нашли,160
320,123,мы только что их нашли,160
321,134,этой мечте было не суждено осуществиться,161
322,186,у тебя в детстве была любимая книга,162
323,152,прибавить пять к десяти легко,163
324,233,я бы хотел поцеловать мир,164
325,373,том никогда туда больше не вернётся,165
326,242,как бы ты посоветовал мне поступить,166
327,340,у меня было всё под контролем,167
328,329,что том на это скажер,168
329,225,я был вынужден уйти,169
330,198,я полностью с ними согласен,170
331,98,можешь меня высадить у библиотеки,171
332,133,я тебя не спрашиваю том,172
333,72,что могло с ними случиться,173
334,166,том был не единственным свидетелем,174
335,316,я ничего не могу доказать,175
336,137,том тебе звонил вчера вечером,176
337,127,зачем тому была нужна отвёртка,177
338,51,мне никогда не нужно было столько денег,178
339,39,они никогда меня не слушают,179
340,11,он даже меня не замечает,180
341,275,что ты ещё сделал,181
342,300,я ещё этого не сделал,181
343,304,я этого ещё не сделал,181
344,136,я привык что том всё время на меня орёт,182
345,208,что ещё я получу,183
346,111,я его редко видел в школе,184
347,67,я редко видел его в школе,184
348,283,интерфейс очень интуитивно понятен,185
349,159,том сможет это сделать без нашей помощи,186
350,238,на печи старая кошка возится со своими котятами,187
351,175,я там встретил тома,188
352,393,я так его любила,189
353,16,я хотел бы учиться в бостоне,190
354,409,том ещё нас не видел,191
355,6,он всю ночь стонал от сильной боли,192
356,217,я кричу но никто меня не слышит,193
357,246,математик такого бы не сказал,194
358,256,я хочу чтобы нас не поймали,195
359,28,сколько сейчас времени в париже,196
360,262,я их видел три недели назад,197
361,236,я только что его доделал,198
362,47,я тоже завтра пойду в университет,199
363,77,я здесь часто ем,200
364,96,мы теряем здесь время,201
365,396,они пили белое сухое вино,202
366,365,том каждое утро читает газету,203
367,125,я говорю также на испанском,204
368,18,том этим сейчас занимается,205
369,395,никто ничем никому не обязан,206
370,31,тому было больше не к кому обратиться,207
371,281,у меня сейчас есть немного денег,208
372,1,ты нашёл их или нет,209
373,8,тому было тогда всего тринадцать лет,210
374,362,я не пытался никого убить,211
375,139,я сегодня не был занят,212
376,221,я не был сегодня занят,212
377,367,я беру всё с собой,213
378,334,надеюсь вы все понимаете,214
379,73,мы будем делать всё по-своему,215
380,263,когда я его видел в последний раз,216
381,184,том больше не может здесь оставаться,217
382,273,я и сам уже не рад,218
383,240,тому некому было помочь,219
384,171,не слышно было ни звука,220
385,45,я сделал всё правильно,221
386,391,что именно сказал тебе том,222
387,181,я не хочу больше на вас работать,223
388,115,том сегодня будет здесь,224
389,230,почему ты просто не можешь позвонить им,225
390,270,том очень этим гордился,226
391,99,том был мне как отец,227
392,42,я поймал сегодня три рыбы,228
393,223,я думаю что здесь мы в безопасности,229
394,191,мир говорит что ничего не будет делать,230
395,382,что ещё ты можешь рассказать нам о томе,231
396,389,я только что его исправил,232
397,339,я их сегодня не видел,233
398,105,с этим нужно что-то немедленно делать,234
399,141,я тебе уже всё сказал,235
400,21,том был просто не готов,236
401,197,я только что это сделал,237
402,220,не думаю что можно что-то сделать,238
403,102,мне было не с кем поговорить,239
404,323,том ещё ничего мне не сказал,240
405,346,я их тоже не могу найти,241
406,169,том очень мае помог,242
407,190,у тебя дома есть компьютер,243
408,402,больше мы для него ничего не можем сделать,244
409,126,у меня дома нет компьютера,245
410,345,я ничего не хочу об этом знать,246
411,322,тому было не с кем играть,247
