,id,text,cluster_id
92,244,я встретил его случайно на улице,46
93,354,я его случайно встретил на улице,46
94,40,они три года провели в тюрьме,47
95,210,они провели три года в тюрьме,47
96,161,том яблоко ест или банан,48
97,222,том ест яблоко или банан,48
98,315,возьми ключи от его машины,49
99,305,возьми его ключи от машины,49
100,312,я смогу там быть через час,50
101,50,я рмогу там быть через час,50
102,63,я видел тебя с высоким парнем,51
103,57,я тебя видел с высоким парнем,51
104,299,камое это имеет отношение к школе,52
105,89,какое это имеет отношение к школе,52
106,211,я буду там в пять,53
107,309,я там буду в пять,53
108,224,ты на поезде едешь или на машине,54
109,170,ты едешь на поезде или на машине,54
110,387,том продал сегодня три холодильника,55
111,185,том продал сегоднь три холодильника,55
112,24,ты хотел мне рассказать о свободе,56
113,140,ты хотел рассказать мне о свободе,56
114,260,я никогда не забуду его выражение лица,57
115,207,я никогда не забуду выражение его лица,57
116,328,я знаю что это для тебя важно,58
117,379,я знаю что для тебя это важно,58
118,85,том не может сейчас подойти к телефону,59
119,259,том сейчас не может подойти к телефону,59
120,193,тому был нужен молоток,60
121,376,тому нужен был молоток,60
122,234,почему она так с ним поступает,61
123,172,почему она с ним так поступает,61
124,15,почему она так с ней поступает,61
125,336,я тебя правда не понимаю,62
126,147,я правда тебя не понимаю,62
127,94,здесь есть поблизости банан,63
128,204,здесь поблизости есть банан,63
129,177,том не живёт в бостоне,64
130,325,том сейчас не живёт в бостоне,64
131,80,я думаю всё время о томе,65
132,68,я думаю всё время о томе,65
133,250,многие птицы на зиму улетают на юг,66
134,88,многие птицы осенью улетают на юг,66
135,351,том и мир объявили сегодня о своей помолвке,67
136,17,том и мир объявили сегодня о своей пбмолвке,67
137,408,рому было нечего сказать,68
138,44,тому было нечего сказать,68
139,321,том никогда нам ничего не рассказывает,69
140,216,она никогда нам ничего не рассказывает,69
141,236,я только что его доделал,70
142,389,я только что его исправил,70
143,13,у него тогда не было с собой денег,71
144,4,у него с собой не было тогда денег,71
145,111,я его редко видел в школе,72
146,67,я редко видел его в школе,72
147,303,том никогда мне не называл свою фамилию,73
148,109,том никогда мне не называть свою фамилию,73
149,86,что дол пел на сцене,74
150,25,что пел дол на сцене,74
151,37,он сказал что вчера был дома,75
152,405,нет вчера был дома,75
153,183,все говорят что они невиновны,76
154,215,все они говорят что невиновны,76
155,84,какая гора самая высокая в мире,77
156,355,какая гора самая высокая в европе,77
157,117,лакая гора самая высокая в европе,77
158,357,странно что нас никто не знает,78
159,142,странно что никто нас не знает,78
160,69,мы много времени проводить вместе,79
161,378,мы много времени проводим вместе,79
162,203,мне пришлось всё делать самому,80
163,298,мне пришлось делать всё самому,80
164,258,я никогда с этим не соглашусь,81
165,104,тём ничего нам не платит,82
166,138,том ничего нам не платит,82
167,146,я ему заплатил на прошлой неделе,83
168,168,я заплатил ему на прошлой неделе,83
169,319,я тоже хотел бы услышать твой голос,84
170,113,я бы тоже хотел услышать твой голос,84
171,280,ты любишь яблоки или апельсины,85
172,289,ты яблоки любишь или апельсины,85
173,214,я ничего не хочу читать,86
174,206,я не хочу ничего читать,86
175,167,ты в футбол играешь или в регби,87
176,124,ты играешь в футбол или регби,87
177,239,я же тебя просил меня разбудить,88
178,251,я же вас просил меня разбудить,88
179,91,что сделёл том с деньгами,89
180,9,что сделал том с деньгами,89
181,128,я бы хотел поехать во францию,90
182,243,я хотел бы поехать во францию,90
183,380,почему вса на нас смотрят,91
184,65,почему все на нас смотрят,91
185,372,настоящий друг мне бы помог,92
186,269,настоящий друг бы мне помог,92
187,368,надо было позвонить и заранее забронировать столик,93
188,310,почему никто нам не помогает,94
189,295,хирург забыл что-то внутри пациента,95
190,157,хирург забыл что-то внутри пациента,95
191,145,вчера просто был не мой день,96
192,41,вчера был просто не мой день,96
193,394,мост очень длинный и очень высокий,97
194,20,мост очень длинный и высокий,97
195,144,я не живу в финляндии,98
196,229,я живу не в финляндии,98
197,410,мы должны всем им помочь,99
198,52,том бы никогда не согласился,100
199,367,я беру всё с собой,101
200,374,я хотел бы куриного супа,102
201,350,я бы хотел куриного супа,102
202,349,тома не будет здесь до половины третьего,103
203,290,тома здесь не будет до половины третьего,103
204,213,я никогда от тебя ничего не скрывал,104
205,401,я никогда ничего от тебя не скрывал,104
206,392,я хотел бы сам разбудить их,105
207,255,я бы хотел столик у окна,106
208,103,я хотел бы столик у окна,106
209,279,том не хочет сегодня никого видеть,107
210,87,том не хочет никого видеть,107
211,293,том сегодня не хочет никого видеть,107
212,369,он что-то искал в темноте,108
213,201,мы не были так заняты,109
214,202,ты не здесь один,110
215,347,том выпил уже три чашки кофе,111
216,338,том уже выпил три чашки кофе,111
217,156,у тебя есть дома компьютер,112
218,190,у тебя дома есть компьютер,112
219,377,я ничего в последнее время не покупал,113
220,53,извините я хотел бы кто примерить,114
221,119,извините я хотел бы это примерить,114
222,257,я никогда больше не увижу тома,115
223,282,я больше никогда не увижу тома,115
224,281,у меня сейчас есть немного денег,116
225,337,я всё им рассказываю,117
226,186,у тебя в детстве была любимая книга,118
227,182,мир была не готова,119
228,358,мир не была готова,119
229,93,я покажу вам несколько фотографий,120
230,199,я вам покажу несколько фотографий,120
231,308,он очень этого хочет,121
232,148,говорят в горах погода быстро меняется,122
233,313,говорят погода в горах быстро меняется,122
234,151,сколько тебе тогда было лет,123
235,381,сколько шебе тогда было лет,123
236,268,я бы хотел быть камнем,124
237,49,я хотел бы быть камнем,124
238,390,том и один из моих лучших друзей,125
239,278,том и один из лучших моих друзей,125
240,32,том не знает ничего о семье мир,126
241,301,том ничего не знает о семье мир,126
242,397,он больше не может ждать,127
243,265,он больше не может идти,127
244,359,мы были не готовы,128
245,29,мы не были готовы,128
246,291,они были не готовы,128
247,218,они не были готовы,128
248,83,никто не знает что на самом деле происходит,129
249,106,никто не знает что на самом деле происходит,129
250,198,я полностью с ними согласен,130
251,409,том ещё нас не видел,131
252,92,том нам ничего не дал,132
253,187,том ничего нам не дал,132
254,343,пусть это свиньи едят,133
255,22,пусть свиньи это едят,133
256,197,я только что это сделал,134
257,120,мы их никогда не найдём,135
258,361,они не мои настоящие родители,136
259,247,они мои не настоящие родители,136
260,200,я тебе напишу или позвоню на следующей неделе,137
261,46,я напишу или позвоню тебе на следующей неделе,137
262,143,он не был готов,138
263,331,он был не готов,138
264,275,что ты ещё сделал,139
265,304,я этого ещё не сделал,139
266,58,я не езжу в школу на автобусе,140
267,75,я езжу в школу не на автобусе,140
268,393,я так его любила,141
269,306,мы не можем прожить ни дня без воды,142
270,412,мы ни дня не можем прожить без воды,142
271,365,том каждое утро читает газету,143
272,267,я не хочу ничего пить,144
273,34,я ничего не хочу пить,144
274,384,она не была готова,145
275,226,она была не готова,145
276,314,кто тебе это всё сказал,146
277,277,кто тебе это всё сказал,146
278,356,вот как оно всё обернулось,147
279,174,мне придётся это ещё раз обдумать,148
280,149,мне придётся это ещё раз обдумать,148
281,118,я хочу сделать что-то со своей жизною,149
282,64,я хочу сделать что-то со своей жизнью,149
283,386,она тратит все свои деньги на одежду,150
284,59,она все свои деньги тратит на одежду,150
285,228,хорошо что тома здесь нет,151
286,339,я их сегодня не видел,152
287,230,почему ты просто не можешь позвонить им,153
288,371,том сказал что ничего не хочет есть,154
289,375,том уже должен быть дола,155
290,288,том уже должен быть дома,155
291,344,я не могу в этом году поехать за границу,156
292,307,я не могу поехать в этом году за границу,156
293,395,никто ничем никому не обязан,157
294,256,я хочу чтобы нас не поймали,158
295,195,я никогда ни о чём тебя не просил,159
296,348,она была тогда маленькой девочкой,160
297,233,я бы хотел поцеловать мир,161
298,191,мир говорит что ничего не будет делать,162
299,110,том бы никогда не соглхсился,163
300,296,эта способность к общению очень нам помогает,164
301,400,эта способность к общению нам очень помогает,164
302,38,твои комментарии мне всегда очень помогали,165
303,353,твои комментарии всегда мне очень помогали,165
304,166,том был не единственным свидетелем,166
305,150,почему он так со мной поступает,167
306,2,почему она так со мной поступает,167
307,370,я был не пристёгнут,168
308,238,на печи старая кошка возится со своими котятами,169
309,411,чего ты свой нос повсюду суёшь,170
310,396,они пили белое сухое вино,171
311,28,сколько сейчас времени в париже,172
312,6,он всю ночь стонал от сильной боли,173
313,263,когда я его видел в последний раз,174
314,391,что именно сказал тебе том,175
315,27,тому это тоже не нравится,176
316,162,мы сегодня поговорим с томом,177
317,152,прибавить пять к десяти легко,178
318,123,мы только что их нашли,179
319,363,они только что их нашли,179
320,327,здесь ничего никогда не происходит,180
321,159,том сможет это сделать без нашей помощи,181
322,283,интерфейс очень интуитивно понятен,182
323,181,я не хочу больше на вас работать,183
324,30,они их только что нашли,184
325,78,мы их только что нашли,184
326,362,я не пытался никого убить,185
327,334,надеюсь вы все понимаете,186
328,316,я ничего не могу доказать,187
329,127,зачем тому была нужна отвёртка,188
330,51,мне никогда не нужно было столько денег,189
331,76,где был том весь день,190
332,399,иди сюда я тебе ещё кое-что покажу,191
333,137,том тебе звонил вчера вечером,192
334,383,по-моему я это сделал неправильно,193
335,47,я тоже завтра пойду в университет,194
336,320,я сейчас живу в бостоне,195
337,297,я не живу в бостоне,195
338,133,я тебя не спрашиваю том,196
339,217,я кричу но никто меня не слышит,197
340,329,что том на это скажер,198
341,317,что том на это скажет,199
342,31,тому было больше не к кому обратиться,200
343,42,я поймал сегодня три рыбы,201
344,340,у меня было всё под контролем,202
345,237,я завтра им позвоню,203
346,16,я хотел бы учиться в бостоне,204
347,136,я привык что том всё время на меня орёт,205
348,77,я здесь часто ем,206
349,246,математик такого бы не сказал,207
350,171,не слышно было ни звука,208
351,382,что ещё ты можешь рассказать нам о томе,209
352,175,я там встретил тома,210
353,223,я думаю что здесь мы в безопасности,211
354,225,я был вынужден уйти,212
355,248,они хотят чтобы кто-нибудь им помог,213
356,98,можешь меня высадить у библиотеки,214
357,82,том больше мне не доверяет,215
358,242,как бы ты посоветовал мне поступить,216
359,11,он даже меня не замечает,217
360,134,этой мечте было не суждено осуществиться,218
361,73,мы будем делать всё по-своему,219
362,1,ты нашёл их или нет,220
363,96,мы теряем здесь время,221
364,164,том обещал никогда этого больше не делать,222
365,115,том сегодня будет здесь,223
366,240,тому некому было помочь,224
367,212,мы больше не хотим ждать,225
368,154,думаю я мог бы и один это сделать,226
369,196,она сказала что вчера была дома,227
370,273,я и сам уже не рад,228
371,208,что ещё я получу,229
372,125,я говорю также на испанском,230
373,165,я просто был невнимателен,231
374,39,они никогда меня не слушают,232
375,23,я ничего не хочу делать,233
376,72,что могло с ними случиться,234
377,219,я ничего им не дал,235
378,43,я хочу что-нибудь сделать для тома,236
379,18,том этим сейчас занимается,237
380,341,если у тебя будет время завтра приходи ко мне,238
381,99,том был мне как отец,239
382,8,тому было тогда всего тринадцать лет,240
383,262,я их видел три недели назад,241
384,105,с этим нужно что-то немедленно делать,242
385,45,я сделал всё правильно,243
386,60,том не может жить без мир,244
387,160,он никогда мне не помогает,245
388,188,я знаю что все вы трусы,246
389,373,том никогда туда больше не вернётся,247
390,158,он не может больше идти,248
391,141,я тебе уже всё сказал,249
392,114,я больше не могу доверять тому,250
393,385,я хотел бы выучить финский,251
394,155,я бы хотел выучить финский,251
395,270,том очень этим гордился,252
396,21,том был просто не готов,253
397,100,я сделал это всё для тебя,254
398,388,нет был вчера дома,255
399,253,я хотел бы порисовать,256
400,116,я бы хотел порисовать,256
401,220,не думаю что можно что-то сделать,257
402,62,том мне сегодня это сказал,258
403,12,тебе это всё нравится,259
404,79,я всё ей рассказываю,260
405,55,ты не будешь один,261
406,221,я не был сегодня занят,262
407,276,я ему всё рассказываю,263
408,184,том больше не может здесь оставаться,264
409,300,я ещё этого не сделал,265
410,352,том всё мне расскатал,266
411,342,том всё мне рассказал,267
